biome,species_constant,species_name,national_dex,types
Grassland,SPECIES_PANGORO,Pangoro,NATIONAL_DEX_PANGORO,FIGHTING/DARK
Grassland,SPECIES_PANSAGE,Pansage,NATIONAL_DEX_PANSAGE,GRASS
Grassland,SPECIES_PARAS,Paras,NATIONAL_DEX_PARAS,BUG/GRASS
Grassland,SPECIES_PARASECT,Parasect,NATIONAL_DEX_PARASECT,BUG/GRASS
Grassland,SPECIES_PASSIMIAN,Passimian,NATIONAL_DEX_PASSIMIAN,FIGHTING
Grassland,SPECIES_PATRAT,Patrat,NATIONAL_DEX_PATRAT,NORMAL
Grassland,SPECIES_PAWMI,Pawmi,NATIONAL_DEX_PAWMI,ELECTRIC
Grassland,SPECIES_PAWMO,Pawmo,NATIONAL_DEX_PAWMO,ELECTRIC/FIGHTING
Grassland,SPECIES_PAWMOT,Pawmot,NATIONAL_DEX_PAWMOT,ELECTRIC/FIGHTING
Grassland,SPECIES_PELIPPER,Pelipper,NATIONAL_DEX_PELIPPER,WATER/FLYING
Grassland,SPECIES_PERSIAN,Persian,NATIONAL_DEX_PERSIAN,NORMAL
Grassland,SPECIES_PETILIL,Petilil,NATIONAL_DEX_PETILIL,GRASS
Grassland,SPECIES_PHANTUMP,Phantump,NATIONAL_DEX_PHANTUMP,GHOST/GRASS
Grassland,SPECIES_PICHU,Pichu,NATIONAL_DEX_PICHU,ELECTRIC
Grassland,SPECIES_PIDGEOT,Pidgeot,NATIONAL_DEX_PIDGEOT,NORMAL/FLYING
Grassland,SPECIES_PIDGEOTTO,Pidgeotto,NATIONAL_DEX_PIDGEOTTO,NORMAL/FLYING
Grassland,SPECIES_PIDGEY,Pidgey,NATIONAL_DEX_PIDGEY,NORMAL/FLYING
Grassland,SPECIES_PIDOVE,Pidove,NATIONAL_DEX_PIDOVE,NORMAL/FLYING
Grassland,SPECIES_PIGNITE,Pignite,NATIONAL_DEX_PIGNITE,FIRE/FIGHTING
Grassland,SPECIES_PIKACHU,Pikachu,NATIONAL_DEX_PIKACHU,ELECTRIC
Grassland,SPECIES_PIKIPEK,Pikipek,NATIONAL_DEX_PIKIPEK,NORMAL/FLYING
Grassland,SPECIES_PINCURCHIN,Pincurchin,NATIONAL_DEX_PINCURCHIN,ELECTRIC
Grassland,SPECIES_PINECO,Pineco,NATIONAL_DEX_PINECO,BUG
Grassland,SPECIES_PINSIR,Pinsir,NATIONAL_DEX_PINSIR,BUG
Grassland,SPECIES_PLUSLE,Plusle,NATIONAL_DEX_PLUSLE,ELECTRIC
Grassland,SPECIES_POLIWRATH,Poliwrath,NATIONAL_DEX_POLIWRATH,WATER/FIGHTING
Grassland,SPECIES_POLTCHAGEIST_COUNTERFEIT,Poltchageist,NATIONAL_DEX_POLTCHAGEIST,GRASS/GHOST
Grassland,SPECIES_PORYGON,Porygon,NATIONAL_DEX_PORYGON,NORMAL
Grassland,SPECIES_PORYGON_Z,Porygon-Z,NATIONAL_DEX_PORYGON_Z,NORMAL
Grassland,SPECIES_PORYGON2,Porygon2,NATIONAL_DEX_PORYGON2,NORMAL
Grassland,SPECIES_PRIMARINA,Primarina,NATIONAL_DEX_PRIMARINA,WATER/FAIRY
Grassland,SPECIES_PRIMEAPE,Primeape,NATIONAL_DEX_PRIMEAPE,FIGHTING
Grassland,SPECIES_PUMPKABOO_AVERAGE,Pumpkaboo,NATIONAL_DEX_PUMPKABOO,GHOST/GRASS
Grassland,SPECIES_PURUGLY,Purugly,NATIONAL_DEX_PURUGLY,NORMAL
Grassland,SPECIES_PYROAR,Pyroar,NATIONAL_DEX_PYROAR,FIRE/NORMAL
Grassland,SPECIES_QUAQUAVAL,Quaquaval,NATIONAL_DEX_QUAQUAVAL,WATER/FIGHTING
Grassland,SPECIES_QUILLADIN,Quilladin,NATIONAL_DEX_QUILLADIN,GRASS
Grassland,SPECIES_RABSCA,Rabsca,NATIONAL_DEX_RABSCA,BUG/PSYCHIC
Grassland,SPECIES_RAICHU,Raichu,NATIONAL_DEX_RAICHU,ELECTRIC
Grassland,SPECIES_RATICATE,Raticate,NATIONAL_DEX_RATICATE,NORMAL
Grassland,SPECIES_RATTATA,Rattata,NATIONAL_DEX_RATTATA,NORMAL
Grassland,SPECIES_RELLOR,Rellor,NATIONAL_DEX_RELLOR,BUG
Grassland,SPECIES_RIBOMBEE,Ribombee,NATIONAL_DEX_RIBOMBEE,BUG/FAIRY
Grassland,SPECIES_RILLABOOM,Rillaboom,NATIONAL_DEX_RILLABOOM,GRASS
Grassland,SPECIES_RIOLU,Riolu,NATIONAL_DEX_RIOLU,FIGHTING
Grassland,SPECIES_ROOKIDEE,Rookidee,NATIONAL_DEX_ROOKIDEE,FLYING
Grassland,SPECIES_ROSELIA,Roselia,NATIONAL_DEX_ROSELIA,GRASS/POISON
Grassland,SPECIES_ROSERADE,Roserade,NATIONAL_DEX_ROSERADE,GRASS/POISON
Grassland,SPECIES_ROTOM_HEAT,Rotom,NATIONAL_DEX_ROTOM,ELECTRIC/FIRE
Grassland,SPECIES_ROWLET,Rowlet,NATIONAL_DEX_ROWLET,GRASS/FLYING
Grassland,SPECIES_RUFFLET,Rufflet,NATIONAL_DEX_RUFFLET,NORMAL/FLYING
Grassland,SPECIES_SALAMENCE,Salamence,NATIONAL_DEX_SALAMENCE,DRAGON/FLYING
Grassland,SPECIES_SAWK,Sawk,NATIONAL_DEX_SAWK,FIGHTING
Grassland,SPECIES_SAWSBUCK_SPRING,Sawsbuck,NATIONAL_DEX_SAWSBUCK,NORMAL/GRASS
Grassland,SPECIES_SCATTERBUG,Scatterbug,NATIONAL_DEX_SCATTERBUG,BUG
Grassland,SPECIES_SCEPTILE,Sceptile,NATIONAL_DEX_SCEPTILE,GRASS
Grassland,SPECIES_SCIZOR,Scizor,NATIONAL_DEX_SCIZOR,BUG/STEEL
Grassland,SPECIES_SCOLIPEDE,Scolipede,NATIONAL_DEX_SCOLIPEDE,BUG/POISON
Grassland,SPECIES_SCOVILLAIN,Scovillain,NATIONAL_DEX_SCOVILLAIN,GRASS/FIRE
Grassland,SPECIES_SCRAFTY,Scrafty,NATIONAL_DEX_SCRAFTY,DARK/FIGHTING
Grassland,SPECIES_SCRAGGY,Scraggy,NATIONAL_DEX_SCRAGGY,DARK/FIGHTING
Grassland,SPECIES_SCYTHER,Scyther,NATIONAL_DEX_SCYTHER,BUG/FLYING
Grassland,SPECIES_SEEDOT,Seedot,NATIONAL_DEX_SEEDOT,GRASS
Grassland,SPECIES_SENTRET,Sentret,NATIONAL_DEX_SENTRET,NORMAL
Grassland,SPECIES_SERPERIOR,Serperior,NATIONAL_DEX_SERPERIOR,GRASS
Grassland,SPECIES_SERVINE,Servine,NATIONAL_DEX_SERVINE,GRASS
Grassland,SPECIES_SEWADDLE,Sewaddle,NATIONAL_DEX_SEWADDLE,BUG/GRASS
Grassland,SPECIES_SHEDINJA,Shedinja,NATIONAL_DEX_SHEDINJA,BUG/GHOST
Grassland,SPECIES_SHELMET,Shelmet,NATIONAL_DEX_SHELMET,BUG
Grassland,SPECIES_SHIFTRY,Shiftry,NATIONAL_DEX_SHIFTRY,GRASS/DARK
Grassland,SPECIES_SHIINOTIC,Shiinotic,NATIONAL_DEX_SHIINOTIC,GRASS/FAIRY
Grassland,SPECIES_SHINX,Shinx,NATIONAL_DEX_SHINX,ELECTRIC
Grassland,SPECIES_SHROODLE,Shroodle,NATIONAL_DEX_SHROODLE,POISON/NORMAL
Grassland,SPECIES_SHROOMISH,Shroomish,NATIONAL_DEX_SHROOMISH,GRASS
Grassland,SPECIES_SHUCKLE,Shuckle,NATIONAL_DEX_SHUCKLE,BUG/ROCK
Grassland,SPECIES_SIGILYPH,Sigilyph,NATIONAL_DEX_SIGILYPH,PSYCHIC/FLYING
Grassland,SPECIES_SILCOON,Silcoon,NATIONAL_DEX_SILCOON,BUG
Grassland,SPECIES_SIMISAGE,Simisage,NATIONAL_DEX_SIMISAGE,GRASS
Grassland,SPECIES_SINISTCHA_UNREMARKABLE,Sinistcha,NATIONAL_DEX_SINISTCHA,GRASS/GHOST
Grassland,SPECIES_SIRFETCHD,Sirfetch'd,NATIONAL_DEX_SIRFETCHD,FIGHTING
Grassland,SPECIES_SIZZLIPEDE,Sizzlipede,NATIONAL_DEX_SIZZLIPEDE,FIRE/BUG
Grassland,SPECIES_SKARMORY,Skarmory,NATIONAL_DEX_SKARMORY,STEEL/FLYING
Grassland,SPECIES_SKIDDO,Skiddo,NATIONAL_DEX_SKIDDO,GRASS
Grassland,SPECIES_SKIPLOOM,Skiploom,NATIONAL_DEX_SKIPLOOM,GRASS/FLYING
Grassland,SPECIES_SKITTY,Skitty,NATIONAL_DEX_SKITTY,NORMAL
Grassland,SPECIES_SKORUPI,Skorupi,NATIONAL_DEX_SKORUPI,POISON/BUG
Grassland,SPECIES_SKWOVET,Skwovet,NATIONAL_DEX_SKWOVET,NORMAL
Grassland,SPECIES_SLAKING,Slaking,NATIONAL_DEX_SLAKING,NORMAL
Grassland,SPECIES_SLAKOTH,Slakoth,NATIONAL_DEX_SLAKOTH,NORMAL
Grassland,SPECIES_SLURPUFF,Slurpuff,NATIONAL_DEX_SLURPUFF,FAIRY
Grassland,SPECIES_SMEARGLE,Smeargle,NATIONAL_DEX_SMEARGLE,NORMAL
Grassland,SPECIES_SMOLIV,Smoliv,NATIONAL_DEX_SMOLIV,GRASS/NORMAL
Grassland,SPECIES_SNEASLER,Sneasler,NATIONAL_DEX_SNEASLER,FIGHTING/POISON
Grassland,SPECIES_SNIVY,Snivy,NATIONAL_DEX_SNIVY,GRASS
Grassland,SPECIES_SNOM,Snom,NATIONAL_DEX_SNOM,ICE/BUG
Grassland,SPECIES_SNORLAX,Snorlax,NATIONAL_DEX_SNORLAX,NORMAL
Grassland,SPECIES_SNOVER,Snover,NATIONAL_DEX_SNOVER,GRASS/ICE
Grassland,SPECIES_SNUBBULL,Snubbull,NATIONAL_DEX_SNUBBULL,FAIRY
Grassland,SPECIES_SPEAROW,Spearow,NATIONAL_DEX_SPEAROW,NORMAL/FLYING
Grassland,SPECIES_SPEWPA,Spewpa,NATIONAL_DEX_SPEWPA,BUG
Grassland,SPECIES_SPIDOPS,Spidops,NATIONAL_DEX_SPIDOPS,BUG
Grassland,SPECIES_SPINARAK,Spinarak,NATIONAL_DEX_SPINARAK,BUG/POISON
Grassland,SPECIES_SPINDA,Spinda,NATIONAL_DEX_SPINDA,NORMAL
Grassland,SPECIES_SPRIGATITO,Sprigatito,NATIONAL_DEX_SPRIGATITO,GRASS
Grassland,SPECIES_SPRITZEE,Spritzee,NATIONAL_DEX_SPRITZEE,FAIRY
Grassland,SPECIES_SQUAWKABILLY_GREEN,Squawkabilly,NATIONAL_DEX_SQUAWKABILLY,NORMAL/FLYING
Grassland,SPECIES_STANTLER,Stantler,NATIONAL_DEX_STANTLER,NORMAL
Grassland,SPECIES_STARAPTOR,Staraptor,NATIONAL_DEX_STARAPTOR,NORMAL/FLYING
Grassland,SPECIES_STARAVIA,Staravia,NATIONAL_DEX_STARAVIA,NORMAL/FLYING
Grassland,SPECIES_STARLY,Starly,NATIONAL_DEX_STARLY,NORMAL/FLYING
Grassland,SPECIES_STEENEE,Steenee,NATIONAL_DEX_STEENEE,GRASS
Grassland,SPECIES_STOUTLAND,Stoutland,NATIONAL_DEX_STOUTLAND,NORMAL
Grassland,SPECIES_STUFFUL,Stufful,NATIONAL_DEX_STUFFUL,NORMAL/FIGHTING
Grassland,SPECIES_STUNFISK,Stunfisk,NATIONAL_DEX_STUNFISK,GROUND/ELECTRIC
Grassland,SPECIES_SUNFLORA,Sunflora,NATIONAL_DEX_SUNFLORA,GRASS
Grassland,SPECIES_SUNKERN,Sunkern,NATIONAL_DEX_SUNKERN,GRASS
Grassland,SPECIES_SURSKIT,Surskit,NATIONAL_DEX_SURSKIT,BUG/WATER
Grassland,SPECIES_SWABLU,Swablu,NATIONAL_DEX_SWABLU,NORMAL/FLYING
Grassland,SPECIES_SWADLOON,Swadloon,NATIONAL_DEX_SWADLOON,BUG/GRASS
Grassland,SPECIES_SWANNA,Swanna,NATIONAL_DEX_SWANNA,WATER/FLYING
Grassland,SPECIES_SWELLOW,Swellow,NATIONAL_DEX_SWELLOW,NORMAL/FLYING
Grassland,SPECIES_SWIRLIX,Swirlix,NATIONAL_DEX_SWIRLIX,FAIRY
Grassland,SPECIES_SWOOBAT,Swoobat,NATIONAL_DEX_SWOOBAT,PSYCHIC/FLYING
Grassland,SPECIES_SYLVEON,Sylveon,NATIONAL_DEX_SYLVEON,FAIRY
Grassland,SPECIES_TADBULB,Tadbulb,NATIONAL_DEX_TADBULB,ELECTRIC
Grassland,SPECIES_TAILLOW,Taillow,NATIONAL_DEX_TAILLOW,NORMAL/FLYING
Grassland,SPECIES_TALONFLAME,Talonflame,NATIONAL_DEX_TALONFLAME,FIRE/FLYING
Grassland,SPECIES_TANDEMAUS,Tandemaus,NATIONAL_DEX_TANDEMAUS,NORMAL
Grassland,SPECIES_TANGELA,Tangela,NATIONAL_DEX_TANGELA,GRASS
Grassland,SPECIES_TANGROWTH,Tangrowth,NATIONAL_DEX_TANGROWTH,GRASS
Grassland,SPECIES_TAROUNTULA,Tarountula,NATIONAL_DEX_TAROUNTULA,BUG
Grassland,SPECIES_TAUROS,Tauros,NATIONAL_DEX_TAUROS,NORMAL
Grassland,SPECIES_TEDDIURSA,Teddiursa,NATIONAL_DEX_TEDDIURSA,NORMAL
Grassland,SPECIES_TERAPAGOS_NORMAL,Terapagos,NATIONAL_DEX_TERAPAGOS,NORMAL
Grassland,SPECIES_THROH,Throh,NATIONAL_DEX_THROH,FIGHTING
Grassland,SPECIES_THUNDURUS_INCARNATE,Thundurus,NATIONAL_DEX_THUNDURUS,ELECTRIC/FLYING
Grassland,SPECIES_THWACKEY,Thwackey,NATIONAL_DEX_THWACKEY,GRASS
Grassland,SPECIES_TIMBURR,Timburr,NATIONAL_DEX_TIMBURR,FIGHTING
Grassland,SPECIES_TINKATINK,Tinkatink,NATIONAL_DEX_TINKATINK,FAIRY/STEEL
Grassland,SPECIES_TINKATON,Tinkaton,NATIONAL_DEX_TINKATON,FAIRY/STEEL
Grassland,SPECIES_TINKATUFF,Tinkatuff,NATIONAL_DEX_TINKATUFF,FAIRY/STEEL
Grassland,SPECIES_TOEDSCOOL,Toedscool,NATIONAL_DEX_TOEDSCOOL,GROUND/GRASS
Grassland,SPECIES_TOEDSCRUEL,Toedscruel,NATIONAL_DEX_TOEDSCRUEL,GROUND/GRASS
Grassland,SPECIES_TOGEDEMARU,Togedemaru,NATIONAL_DEX_TOGEDEMARU,ELECTRIC/STEEL
Grassland,SPECIES_TOGEKISS,Togekiss,NATIONAL_DEX_TOGEKISS,FLYING
Grassland,SPECIES_TOGEPI,Togepi,NATIONAL_DEX_TOGEPI,FAIRY
Grassland,SPECIES_TOGETIC,Togetic,NATIONAL_DEX_TOGETIC,FLYING
Grassland,SPECIES_TORNADUS_INCARNATE,Tornadus,NATIONAL_DEX_TORNADUS,FLYING
Grassland,SPECIES_TORTERRA,Torterra,NATIONAL_DEX_TORTERRA,GRASS/GROUND
Grassland,SPECIES_TOUCANNON,Toucannon,NATIONAL_DEX_TOUCANNON,NORMAL/FLYING
Grassland,SPECIES_TOXEL,Toxel,NATIONAL_DEX_TOXEL,ELECTRIC/POISON
Grassland,SPECIES_TOXICROAK,Toxicroak,NATIONAL_DEX_TOXICROAK,POISON/FIGHTING
Grassland,SPECIES_TOXTRICITY_AMPED,Toxtricity,NATIONAL_DEX_TOXTRICITY,ELECTRIC/POISON
Grassland,SPECIES_TRANQUILL,Tranquill,NATIONAL_DEX_TRANQUILL,NORMAL/FLYING
Grassland,SPECIES_TREECKO,Treecko,NATIONAL_DEX_TREECKO,GRASS
Grassland,SPECIES_TREVENANT,Trevenant,NATIONAL_DEX_TREVENANT,GHOST/GRASS
Grassland,SPECIES_TROPIUS,Tropius,NATIONAL_DEX_TROPIUS,GRASS/FLYING
Grassland,SPECIES_TRUMBEAK,Trumbeak,NATIONAL_DEX_TRUMBEAK,NORMAL/FLYING
Grassland,SPECIES_TSAREENA,Tsareena,NATIONAL_DEX_TSAREENA,GRASS
Grassland,SPECIES_TURTWIG,Turtwig,NATIONAL_DEX_TURTWIG,GRASS
Grassland,SPECIES_TYNAMO,Tynamo,NATIONAL_DEX_TYNAMO,ELECTRIC
Grassland,SPECIES_TYROGUE,Tyrogue,NATIONAL_DEX_TYROGUE,FIGHTING
Grassland,SPECIES_UNFEZANT,Unfezant,NATIONAL_DEX_UNFEZANT,NORMAL/FLYING
Grassland,SPECIES_URSALUNA,Ursaluna,NATIONAL_DEX_URSALUNA,GROUND/NORMAL
Grassland,SPECIES_URSARING,Ursaring,NATIONAL_DEX_URSARING,NORMAL
Grassland,SPECIES_URSHIFU_SINGLE_STRIKE,Urshifu,NATIONAL_DEX_URSHIFU,FIGHTING/DARK
Grassland,SPECIES_VENIPEDE,Venipede,NATIONAL_DEX_VENIPEDE,BUG/POISON
Grassland,SPECIES_VENOMOTH,Venomoth,NATIONAL_DEX_VENOMOTH,BUG/POISON
Grassland,SPECIES_VENONAT,Venonat,NATIONAL_DEX_VENONAT,BUG/POISON
Grassland,SPECIES_VENUSAUR,Venusaur,NATIONAL_DEX_VENUSAUR,GRASS/POISON
Grassland,SPECIES_VESPIQUEN,Vespiquen,NATIONAL_DEX_VESPIQUEN,BUG/FLYING
Grassland,SPECIES_VICTREEBEL,Victreebel,NATIONAL_DEX_VICTREEBEL,GRASS/POISON
Grassland,SPECIES_VIGOROTH,Vigoroth,NATIONAL_DEX_VIGOROTH,NORMAL
Grassland,SPECIES_VIKAVOLT,Vikavolt,NATIONAL_DEX_VIKAVOLT,BUG/ELECTRIC
Grassland,SPECIES_VILEPLUME,Vileplume,NATIONAL_DEX_VILEPLUME,GRASS/POISON
Grassland,SPECIES_VIVILLON,Vivillon,NATIONAL_DEX_VIVILLON,BUG/FLYING
Grassland,SPECIES_VOLBEAT,Volbeat,NATIONAL_DEX_VOLBEAT,BUG
Grassland,SPECIES_VOLCARONA,Volcarona,NATIONAL_DEX_VOLCARONA,BUG/FIRE
Grassland,SPECIES_VOLTORB,Voltorb,NATIONAL_DEX_VOLTORB,ELECTRIC
Grassland,SPECIES_VULLABY,Vullaby,NATIONAL_DEX_VULLABY,DARK/FLYING
Grassland,SPECIES_WATCHOG,Watchog,NATIONAL_DEX_WATCHOG,NORMAL
Grassland,SPECIES_WATTREL,Wattrel,NATIONAL_DEX_WATTREL,ELECTRIC/FLYING
Grassland,SPECIES_WEEDLE,Weedle,NATIONAL_DEX_WEEDLE,BUG/POISON
Grassland,SPECIES_WEEPINBELL,Weepinbell,NATIONAL_DEX_WEEPINBELL,GRASS/POISON
Grassland,SPECIES_WHIMSICOTT,Whimsicott,NATIONAL_DEX_WHIMSICOTT,GRASS
Grassland,SPECIES_WHIRLIPEDE,Whirlipede,NATIONAL_DEX_WHIRLIPEDE,BUG/POISON
Grassland,SPECIES_WHISMUR,Whismur,NATIONAL_DEX_WHISMUR,NORMAL
Grassland,SPECIES_WIGGLYTUFF,Wigglytuff,NATIONAL_DEX_WIGGLYTUFF,NORMAL/FAIRY
Grassland,SPECIES_WIMPOD,Wimpod,NATIONAL_DEX_WIMPOD,BUG/WATER
Grassland,SPECIES_WINGULL,Wingull,NATIONAL_DEX_WINGULL,WATER/FLYING
Grassland,SPECIES_WOOBAT,Woobat,NATIONAL_DEX_WOOBAT,PSYCHIC/FLYING
Grassland,SPECIES_WOOLOO,Wooloo,NATIONAL_DEX_WOOLOO,NORMAL
Grassland,SPECIES_WORMADAM_PLANT,Wormadam,NATIONAL_DEX_WORMADAM,BUG/GRASS
Grassland,SPECIES_WURMPLE,Wurmple,NATIONAL_DEX_WURMPLE,BUG
Grassland,SPECIES_WYRDEER,Wyrdeer,NATIONAL_DEX_WYRDEER,NORMAL/PSYCHIC
Grassland,SPECIES_XATU,Xatu,NATIONAL_DEX_XATU,PSYCHIC/FLYING
Grassland,SPECIES_XERNEAS_NEUTRAL,Xerneas,NATIONAL_DEX_XERNEAS,FAIRY
Grassland,SPECIES_YAMPER,Yamper,NATIONAL_DEX_YAMPER,ELECTRIC
Grassland,SPECIES_YANMA,Yanma,NATIONAL_DEX_YANMA,BUG/FLYING
Grassland,SPECIES_YANMEGA,Yanmega,NATIONAL_DEX_YANMEGA,BUG/FLYING
Grassland,SPECIES_YUNGOOS,Yungoos,NATIONAL_DEX_YUNGOOS,NORMAL
Grassland,SPECIES_ZACIAN_HERO,Zacian,NATIONAL_DEX_ZACIAN,FAIRY
Grassland,SPECIES_ZAMAZENTA_HERO,Zamazenta,NATIONAL_DEX_ZAMAZENTA,FIGHTING
Grassland,SPECIES_ZANGOOSE,Zangoose,NATIONAL_DEX_ZANGOOSE,NORMAL
Grassland,SPECIES_ZEBSTRIKA,Zebstrika,NATIONAL_DEX_ZEBSTRIKA,ELECTRIC
Grassland,SPECIES_ZIGZAGOON,Zigzagoon,NATIONAL_DEX_ZIGZAGOON,NORMAL
Grassland,SPECIES_ZUBAT,Zubat,NATIONAL_DEX_ZUBAT,POISON/FLYING
Forest,SPECIES_ABOMASNOW,Abomasnow,NATIONAL_DEX_ABOMASNOW,GRASS/ICE
Forest,SPECIES_ABRA,Abra,NATIONAL_DEX_ABRA,PSYCHIC
Forest,SPECIES_ABSOL,Absol,NATIONAL_DEX_ABSOL,DARK
Forest,SPECIES_ACCELGOR,Accelgor,NATIONAL_DEX_ACCELGOR,BUG
Forest,SPECIES_AEGISLASH_SHIELD,Aegislash,NATIONAL_DEX_AEGISLASH,STEEL/GHOST
Forest,SPECIES_AERODACTYL,Aerodactyl,NATIONAL_DEX_AERODACTYL,ROCK/FLYING
Forest,SPECIES_AIPOM,Aipom,NATIONAL_DEX_AIPOM,NORMAL
Forest,SPECIES_ALAKAZAM,Alakazam,NATIONAL_DEX_ALAKAZAM,PSYCHIC
Forest,SPECIES_ALCREMIE,Alcremie,NATIONAL_DEX_ALCREMIE,FAIRY
Forest,SPECIES_ALTARIA,Altaria,NATIONAL_DEX_ALTARIA,DRAGON/FLYING
Forest,SPECIES_AMBIPOM,Ambipom,NATIONAL_DEX_AMBIPOM,NORMAL
Forest,SPECIES_AMOONGUSS,Amoonguss,NATIONAL_DEX_AMOONGUSS,GRASS/POISON
Forest,SPECIES_ANNIHILAPE,Annihilape,NATIONAL_DEX_ANNIHILAPE,FIGHTING/GHOST
Forest,SPECIES_ANORITH,Anorith,NATIONAL_DEX_ANORITH,ROCK/BUG
Forest,SPECIES_APPLETUN,Appletun,NATIONAL_DEX_APPLETUN,GRASS/DRAGON
Forest,SPECIES_APPLIN,Applin,NATIONAL_DEX_APPLIN,GRASS/DRAGON
Forest,SPECIES_ARAQUANID,Araquanid,NATIONAL_DEX_ARAQUANID,WATER/BUG
Forest,SPECIES_ARBOK,Arbok,NATIONAL_DEX_ARBOK,POISON
Forest,SPECIES_ARBOLIVA,Arboliva,NATIONAL_DEX_ARBOLIVA,GRASS/NORMAL
Forest,SPECIES_ARCHEN,Archen,NATIONAL_DEX_ARCHEN,ROCK/FLYING
Forest,SPECIES_ARCHEOPS,Archeops,NATIONAL_DEX_ARCHEOPS,ROCK/FLYING
Forest,SPECIES_ARIADOS,Ariados,NATIONAL_DEX_ARIADOS,BUG/POISON
Forest,SPECIES_ARMALDO,Armaldo,NATIONAL_DEX_ARMALDO,ROCK/BUG
Forest,SPECIES_ARMAROUGE,Armarouge,NATIONAL_DEX_ARMAROUGE,FIRE/PSYCHIC
Forest,SPECIES_AROMATISSE,Aromatisse,NATIONAL_DEX_AROMATISSE,FAIRY
Forest,SPECIES_AUDINO,Audino,NATIONAL_DEX_AUDINO,NORMAL
Forest,SPECIES_AZUMARILL,Azumarill,NATIONAL_DEX_AZUMARILL,WATER/FAIRY
Forest,SPECIES_AZURILL,Azurill,NATIONAL_DEX_AZURILL,NORMAL/FAIRY
Forest,SPECIES_BALTOY,Baltoy,NATIONAL_DEX_BALTOY,GROUND/PSYCHIC
Forest,SPECIES_BANETTE,Banette,NATIONAL_DEX_BANETTE,GHOST
Forest,SPECIES_BASCULEGION_M,Basculegion,NATIONAL_DEX_BASCULEGION,WATER/GHOST
Forest,SPECIES_BAYLEEF,Bayleef,NATIONAL_DEX_BAYLEEF,GRASS
Forest,SPECIES_BEAUTIFLY,Beautifly,NATIONAL_DEX_BEAUTIFLY,BUG/FLYING
Forest,SPECIES_BEEDRILL,Beedrill,NATIONAL_DEX_BEEDRILL,BUG/POISON
Forest,SPECIES_BEHEEYEM,Beheeyem,NATIONAL_DEX_BEHEEYEM,PSYCHIC
Forest,SPECIES_BELDUM,Beldum,NATIONAL_DEX_BELDUM,STEEL/PSYCHIC
Forest,SPECIES_BELLOSSOM,Bellossom,NATIONAL_DEX_BELLOSSOM,GRASS
Forest,SPECIES_BELLSPROUT,Bellsprout,NATIONAL_DEX_BELLSPROUT,GRASS/POISON
Forest,SPECIES_BEWEAR,Bewear,NATIONAL_DEX_BEWEAR,NORMAL/FIGHTING
Forest,SPECIES_BIBAREL,Bibarel,NATIONAL_DEX_BIBAREL,NORMAL/WATER
Forest,SPECIES_BIDOOF,Bidoof,NATIONAL_DEX_BIDOOF,NORMAL
Forest,SPECIES_BISHARP,Bisharp,NATIONAL_DEX_BISHARP,DARK/STEEL
Forest,SPECIES_BLIPBUG,Blipbug,NATIONAL_DEX_BLIPBUG,BUG
Forest,SPECIES_BLISSEY,Blissey,NATIONAL_DEX_BLISSEY,NORMAL
Forest,SPECIES_BOMBIRDIER,Bombirdier,NATIONAL_DEX_BOMBIRDIER,FLYING/DARK
Forest,SPECIES_BOUFFALANT,Bouffalant,NATIONAL_DEX_BOUFFALANT,NORMAL
Forest,SPECIES_BOUNSWEET,Bounsweet,NATIONAL_DEX_BOUNSWEET,GRASS
Forest,SPECIES_BRAMBLEGHAST,Brambleghast,NATIONAL_DEX_BRAMBLEGHAST,GRASS/GHOST
Forest,SPECIES_BRAMBLIN,Bramblin,NATIONAL_DEX_BRAMBLIN,GRASS/GHOST
Forest,SPECIES_BRAVIARY,Braviary,NATIONAL_DEX_BRAVIARY,NORMAL/FLYING
Forest,SPECIES_BRELOOM,Breloom,NATIONAL_DEX_BRELOOM,GRASS/FIGHTING
Forest,SPECIES_BRONZONG,Bronzong,NATIONAL_DEX_BRONZONG,STEEL/PSYCHIC
Forest,SPECIES_BRONZOR,Bronzor,NATIONAL_DEX_BRONZOR,STEEL/PSYCHIC
Forest,SPECIES_BRUXISH,Bruxish,NATIONAL_DEX_BRUXISH,WATER/PSYCHIC
Forest,SPECIES_BUDEW,Budew,NATIONAL_DEX_BUDEW,GRASS/POISON
Forest,SPECIES_BULBASAUR,Bulbasaur,NATIONAL_DEX_BULBASAUR,GRASS/POISON
Forest,SPECIES_BUNEARY,Buneary,NATIONAL_DEX_BUNEARY,NORMAL
Forest,SPECIES_BUNNELBY,Bunnelby,NATIONAL_DEX_BUNNELBY,NORMAL
Forest,SPECIES_BURMY_PLANT,Burmy,NATIONAL_DEX_BURMY,BUG
Forest,SPECIES_BUTTERFREE,Butterfree,NATIONAL_DEX_BUTTERFREE,BUG/FLYING
Forest,SPECIES_CACNEA,Cacnea,NATIONAL_DEX_CACNEA,GRASS
Forest,SPECIES_CACTURNE,Cacturne,NATIONAL_DEX_CACTURNE,GRASS/DARK
Forest,SPECIES_CAPSAKID,Capsakid,NATIONAL_DEX_CAPSAKID,GRASS
Forest,SPECIES_CARBINK,Carbink,NATIONAL_DEX_CARBINK,ROCK/FAIRY
Forest,SPECIES_CARNIVINE,Carnivine,NATIONAL_DEX_CARNIVINE,GRASS
